Zip Code,Median earnings (dollars),"Median earnings (dollars) Agriculture, forestry, fishing and hunting","Median earnings (dollars) Mining, quarrying, and oil and gas extraction",Median earnings (dollars) Construction,Median earnings (dollars) Manufacturing,Median earnings (dollars) Wholesale trade,Median earnings (dollars) Retail trade,Median earnings (dollars) Transportation and warehousing,Median earnings (dollars) Utilities,Median earnings (dollars) Information,Median earnings (dollars) Finance and insurance,Median earnings (dollars) Real estate and rental and leasing,"Median earnings (dollars) Professional, scientific, and technical services",Median earnings (dollars) Management of companies and enterprises,Median earnings (dollars) Administrative and support and waste management services,Median earnings (dollars) Educational services,Median earnings (dollars) Health care and social assistance,"Median earnings (dollars) Arts, entertainment, and recreation",Median earnings (dollars) Accommodation and food services,"Median earnings (dollars) Other services, except public administration",Median earnings (dollars) Public administration,Median earnings (dollars) for male,"Median earnings (dollars) for male Agriculture, forestry, fishing and hunting","Median earnings (dollars) for male Mining, quarrying, and oil and gas extraction",Median earnings (dollars) for male Construction,Median earnings (dollars) for male Manufacturing,Median earnings (dollars) for male Wholesale trade,Median earnings (dollars) for male Retail trade,Median earnings (dollars) for male Transportation and warehousing,Median earnings (dollars) for male Utilities,Median earnings (dollars) for male Information,Median earnings (dollars) for male Finance and insurance,Median earnings (dollars) for male Real estate and rental and leasing,"Median earnings (dollars) for male Professional, scientific, and technical services",Median earnings (dollars) for male Management of companies and enterprises,Median earnings (dollars) for male Administrative and support and waste management services,Median earnings (dollars) for male Educational services,Median earnings (dollars) for male Health care and social assistance,"Median earnings (dollars) for male Arts, entertainment, and recreation",Median earnings (dollars) for male Accommodation and food services,"Median earnings (dollars) for male Other services, except public administration",Median earnings (dollars) for male Public administration,Median earnings (dollars) for female,"Median earnings (dollars) for female Agriculture, forestry, fishing and hunting","Median earnings (dollars) for female Mining, quarrying, and oil and gas extraction",Median earnings (dollars) for female Construction,Median earnings (dollars) for female Manufacturing,Median earnings (dollars) for female Wholesale trade,Median earnings (dollars) for female Retail trade,Median earnings (dollars) for female Transportation and warehousing,Median earnings (dollars) for female Utilities,Median earnings (dollars) for female Information,Median earnings (dollars) for female Finance and insurance,Median earnings (dollars) for female Real estate and rental and leasing,"Median earnings (dollars) for female Professional, scientific, and technical services",Median earnings (dollars) for female Management of companies and enterprises,Median earnings (dollars) for female Administrative and support and waste management services,Median earnings (dollars) for female Educational services,Median earnings (dollars) for female Health care and social assistance,"Median earnings (dollars) for female Arts, entertainment, and recreation",Median earnings (dollars) for female Accommodation and food services,"Median earnings (dollars) for female Other services, except public administration",Median earnings (dollars) for female Public administration,Women's earnings as a percentage of men's earning,"Women's earnings as a percentage of men's earning Agriculture, forestry, fishing and hunting","Women's earnings as a percentage of men's earning Mining, quarrying, and oil and gas extraction",Women's earnings as a percentage of men's earning Construction,Women's earnings as a percentage of men's earning Manufacturing,Women's earnings as a percentage of men's earning Wholesale trade,Women's earnings as a percentage of men's earning Retail trade,Women's earnings as a percentage of men's earning Transportation and warehousing,Women's earnings as a percentage of men's earning Utilities,Women's earnings as a percentage of men's earning Information,Women's earnings as a percentage of men's earning Finance and insurance,Women's earnings as a percentage of men's earning Real estate and rental and leasing,"Women's earnings as a percentage of men's earning Professional, scientific, and technical services",Women's earnings as a percentage of men's earning Management of companies and enterprises,Women's earnings as a percentage of men's earning Administrative and support and waste management services,Women's earnings as a percentage of men's earning Educational services,Women's earnings as a percentage of men's earning Health care and social assistance,"Women's earnings as a percentage of men's earning Arts, entertainment, and recreation",Women's earnings as a percentage of men's earning Accommodation and food services,"Women's earnings as a percentage of men's earning Other services, except public administration",Women's earnings as a percentage of men's earning Public administration
95233,36957,-,-,48352,-,-,-,-,-,-,-,-,-,-,-,-,32260,-,-,-,-,48864,-,-,48352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32260,-,-,-,-,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95236,36719,33421,-,105230,16540,48542,37396,41917,-,23952,-,20682,33906,-,-,27470,41389,-,-,49107,87000,44750,39839,-,77303,16033,76300,36615,42083,-,23952,-,-,43125,-,-,-,-,-,-,66250,98942,26964,22576,-,-,21522,-,-,-,-,-,-,20682,32969,-,-,27321,40139,-,-,8906,62981,60.3,56.7,-,-,134.2,-,-,-,-,-,-,-,76.4,-,-,-,-,-,-,13.4,63.7
95237,39315,20125,-,46591,63162,36964,13083,60313,72321,-,35125,112500,44444,-,30568,52500,48235,-,22744,23393,97950,40957,35052,-,48333,80417,59821,12460,60313,72024,-,-,-,234107,-,40719,44167,37000,-,22727,38438,62143,27059,16250,-,-,62941,-,-,-,-,-,-,-,43472,-,7500,67500,48603,-,22750,-,-,66.1,46.4,-,-,78.3,-,-,-,-,-,-,-,18.6,-,18.4,152.8,131.4,-,100.1,-,-
95240,32071,23354,-,41172,37891,27418,25862,40735,92109,16176,38264,43594,48750,-,25735,39200,39415,25134,16034,27295,63358,36042,24797,-,40977,40934,31534,26991,40833,108264,14688,39167,42750,62976,-,27071,48750,50875,35848,19655,39932,62589,27515,19617,-,51103,27450,"2,500-",20586,40357,51944,17426,32250,43977,46590,-,20986,39075,35583,19158,15210,21411,63507,76.3,79.1,-,124.7,67.1,-,76.3,98.8,48,118.6,82.3,102.9,74,-,77.5,80.2,69.9,53.4,77.4,53.6,101.5
95242,40977,35750,-,48538,40690,68065,37618,35000,88913,69226,57750,40846,43906,82667,24661,54609,42500,22279,15678,19980,84667,51399,35531,-,53363,45817,69516,39840,42614,96726,78833,91875,42096,66797,-,36053,75625,63889,54107,17386,34805,105556,32649,51250,-,30980,33125,53500,26344,26705,86964,"2,500-",49722,27452,35660,82667,21563,41134,39397,15250,15327,16500,57016,63.5,144.2,-,58.1,72.3,77,66.1,62.7,89.9,-,54.1,65.2,53.4,-,59.8,54.4,61.7,28.2,88.2,47.4,54
95245,34263,-,-,22170,-,-,-,-,-,-,-,-,-,-,-,33313,42500,-,-,-,50054,29375,-,-,22170,-,-,-,-,-,-,-,-,-,-,-,24735,-,-,-,-,-,38333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42500,-,-,-,50054,130.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95246,38672,-,-,37143,-,-,19125,-,-,-,-,-,-,-,-,18967,-,-,-,-,-,56552,-,-,37734,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18967,-,-,-,-,-,62.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95247,28321,-,-,31620,"250,000+",49167,20377,-,-,-,24600,4375,62656,-,9548,34375,29750,5921,31346,21548,105109,34271,-,-,31573,-,-,20952,-,-,-,-,-,-,-,28875,25000,-,-,40383,33646,105109,22120,-,-,-,-,-,16250,-,-,-,-,-,27125,-,8963,73542,29750,5921,9940,20089,-,64.5,-,-,-,-,-,77.6,-,-,-,-,-,-,-,31,294.2,-,-,24.6,59.7,-
95248,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95249,31312,-,-,25532,31236,-,32279,-,-,-,-,-,37241,-,-,36944,33516,-,"2,500-",19760,61151,31833,-,-,-,31236,-,-,-,-,-,-,-,98438,-,-,51375,-,-,-,-,-,29871,-,-,-,-,-,10395,-,-,-,-,-,-,-,-,-,38988,-,-,19952,60891,93.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95251,31474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42955,-,-,-,-,-,41458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14539,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42652,-,-,-,-,-,35.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95252,40888,52222,58389,48651,57344,44032,25760,59402,102583,42361,58041,31629,62464,-,16281,50658,36471,11179,21087,15294,44663,50427,100156,58389,66875,61234,86667,33314,64609,102583,-,-,-,77955,-,16006,127813,56250,-,29375,27375,115938,34527,-,-,47961,35938,42987,24583,57625,-,40671,58041,32197,61821,-,36182,7794,36066,-,9722,7159,43285,68.5,-,-,71.7,58.7,49.6,73.8,89.2,-,-,-,-,79.3,-,226.1,6.1,64.1,-,33.1,26.2,37.3
95254,34948,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76023,-,-,-,-,-,70667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,76023,-,-,-,-,-,48.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95255,14833,-,-,-,51625,-,-,-,-,-,-,-,-,-,-,10375,-,-,-,-,-,30455,-,-,-,51625,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6806,-,-,-,-,-,39.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95257,63088,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49653,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95258,49375,42548,-,103125,66000,120000,38932,50045,-,-,"250,000+",75500,52917,-,27292,74167,69583,74531,12610,27414,76000,51384,42548,-,102563,66417,-,38578,50982,-,-,"250,000+",-,105395,-,-,87188,69688,-,12143,-,-,45000,-,-,-,47083,-,39474,39250,-,-,78188,76625,50673,-,-,69643,69531,-,12684,26681,83594,87.6,-,-,-,70.9,-,102.3,77,-,-,-,-,48.1,-,-,79.9,99.8,-,104.5,-,-
95301,31776,26193,-,44018,38750,26422,24934,47656,81528,49750,59000,25903,51346,-,15966,44526,26524,12188,13469,29915,70218,37187,27316,-,44613,42513,33844,27119,47763,83281,71204,137708,25833,65500,-,16619,44777,32583,4202,13543,31484,74338,26515,17300,-,32073,28125,15455,17000,19891,-,26339,43214,25938,49167,-,13083,43214,24076,18478,12350,21750,51000,71.3,63.3,-,71.9,66.2,45.7,62.7,41.6,-,37,31.4,100.4,75.1,-,78.7,96.5,73.9,439.7,91.2,69.1,68.6
95303,40417,32031,-,72788,21696,-,47813,62500,-,-,-,-,-,-,-,52750,45833,11000,-,-,46000,48750,33438,-,72788,21786,-,54250,62500,-,-,-,-,-,-,-,31250,-,-,-,-,43750,25536,-,-,-,9583,-,18750,-,-,-,-,-,-,-,-,54000,45417,-,-,-,-,52.4,-,-,-,44,-,34.6,-,-,-,-,-,-,-,-,172.8,-,-,-,-,-
95304,47171,22065,102202,57708,64302,31066,44395,41638,160455,64702,75179,42829,60855,-,31932,47188,39018,30313,20000,44922,80551,61573,26797,102202,57708,75134,81607,51667,45461,161023,63690,204464,63063,56250,-,32241,60156,49500,-,8333,46705,81728,36111,"2,500-",-,67500,32455,8047,39245,14132,-,136875,27273,38750,60855,-,29844,47031,36344,12656,25000,31298,70395,58.6,-,-,117,43.2,9.9,76,31.1,-,214.9,13.3,61.4,108.2,-,92.6,78.2,73.4,-,300,67,86.1
95305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95306,31750,-,-,-,63295,-,45147,-,-,-,-,-,-,-,-,-,11917,-,-,-,-,29091,-,-,-,63295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45846,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,157.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95307,33013,21089,-,48626,37853,39909,23284,39541,57125,34792,43634,60877,65848,-,34954,42803,31098,11080,13221,21917,36111,39910,26694,-,49084,41640,41123,27489,42933,55375,42933,105121,31875,71688,-,37109,53833,47537,25568,11375,30469,60250,26212,9509,-,34917,26538,33679,21037,26989,58333,-,36800,61031,36053,-,21214,29769,28214,9236,14545,13938,29637,65.7,35.6,-,71.1,63.7,81.9,76.5,62.9,105.3,-,35,191.5,50.3,-,57.2,55.3,59.4,36.1,127.9,45.7,49.2
95310,34345,-,-,27353,-,-,25400,63393,-,-,-,-,16131,-,-,-,87791,-,6172,87708,155543,38008,-,-,27353,-,-,-,63393,-,-,-,-,-,-,-,-,83750,-,-,88299,-,24143,-,-,-,-,-,-,-,-,-,-,-,9808,-,-,-,88866,-,-,-,-,63.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106.1,-,-,-,-
95311,31836,-,-,16543,45179,-,63750,-,-,-,-,18906,-,-,23977,36000,17222,33421,14000,29750,113438,33454,-,-,16543,68594,-,-,-,-,-,-,-,-,-,-,-,-,34145,-,-,-,28553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36000,17222,21813,-,14643,113438,85.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.9,-,-,-
95312,25417,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51731,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17188,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95313,35536,41042,-,-,35647,-,23432,29732,-,-,-,-,-,-,-,-,-,-,-,41583,-,40341,41042,-,-,32232,-,-,102531,-,-,-,-,-,-,-,-,-,-,-,41583,-,24591,-,-,-,127870,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61,-,-,-,396.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95314,6389,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95315,27634,25234,-,33073,32096,24623,21734,31508,81591,-,51435,18333,15977,-,26649,40050,18452,-,15881,30240,53368,32667,30823,-,33073,31563,42946,23804,31427,81591,-,-,12128,42917,-,26724,61125,-,-,35707,34479,53842,22036,15778,-,-,33152,23782,21158,-,-,-,53088,-,10313,-,14375,33908,18452,-,6968,14844,9677,67.5,51.2,-,-,105,55.4,88.9,-,-,-,-,-,24,-,53.8,55.5,-,-,19.5,43.1,18
95316,38209,50688,-,57563,41802,61528,25795,26250,27390,-,19219,41544,56765,-,30438,57935,32303,-,25536,22356,57031,46719,55500,-,58042,34167,61806,50288,26200,27390,-,-,-,64948,-,32375,100625,33974,-,11994,40000,83500,30189,16940,-,44567,42424,-,9410,-,-,-,19115,-,55037,-,11116,52500,31294,-,27054,4309,55156,64.6,30.5,-,76.8,124.2,-,18.7,-,-,-,-,-,84.7,-,34.3,52.2,92.1,-,225.6,10.8,66.1
95317,31947,33068,-,45833,22404,-,27708,31071,-,-,-,-,-,-,-,81667,-,-,-,28929,-,34432,34886,-,45833,31500,-,-,31429,-,-,-,-,-,-,-,-,-,-,-,-,-,20950,13333,-,-,-,-,28958,-,-,-,-,-,-,-,-,102578,-,-,-,-,-,60.8,38.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95318,38939,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38438,-,-,41250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95319,29022,-,-,45313,27917,-,-,-,-,-,-,-,31190,-,32448,22625,18068,-,-,11838,-,31855,-,-,45313,28155,-,-,-,-,-,-,-,-,-,32448,-,-,-,-,3281,-,22833,-,-,-,-,-,-,-,-,-,-,-,31190,-,-,22625,18068,-,-,-,-,71.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95320,43670,33464,-,81771,47154,22229,14502,57188,105077,-,52631,31333,58900,-,19800,71225,56364,-,6707,30885,86045,54299,34839,-,91719,62031,-,53347,63349,105918,-,54104,-,87227,-,54091,89348,74100,-,11415,16806,115887,22989,9043,-,-,-,22439,13275,24500,-,-,17188,31000,40688,-,17700,54565,42344,-,4615,31536,85224,42.3,26,-,-,-,-,24.9,38.7,-,-,31.8,-,46.6,-,32.7,61.1,57.1,-,40.4,187.6,73.5
95321,30457,65417,-,43000,48906,-,4195,-,57159,-,74615,15341,40000,-,28958,66200,117500,22961,22612,35167,86458,38309,65417,-,48750,-,-,4038,-,57159,-,-,-,39250,-,-,74688,-,-,24310,36167,-,24384,-,-,-,-,-,-,-,-,-,-,-,41875,-,-,65500,117500,23487,20650,23500,-,63.7,-,-,-,-,-,-,-,-,-,-,-,106.7,-,-,87.7,-,-,84.9,65,-
95322,31972,27986,-,41923,42000,-,23828,69495,95865,-,13611,87083,36987,-,26818,40156,21786,15855,14067,31875,78516,38768,30238,-,51635,50993,-,35694,69495,95865,-,-,-,62716,-,26818,-,9254,-,12319,33828,-,25243,-,-,-,11477,-,22656,-,-,-,13611,-,35750,-,-,40156,29125,-,14286,-,64886,65.1,-,-,-,22.5,-,63.5,-,-,-,-,-,57,-,-,-,314.7,-,116,-,-
95323,32250,25357,-,40556,24844,66250,23333,46250,126094,-,-,-,-,-,52917,57917,23125,-,15125,18438,7167,35000,24615,-,67917,33281,66250,55833,46528,126094,-,-,-,-,-,53750,-,-,-,14375,-,6833,30781,26429,-,32625,-,-,21250,-,-,-,-,-,-,-,-,48750,22344,-,-,18750,-,87.9,107.4,-,48,-,-,38.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95324,36947,33723,-,80179,37282,75119,31609,97153,-,-,-,58750,15809,-,17888,32311,44297,11956,28214,25742,50000,37491,32935,-,80417,37282,44208,17446,150275,-,-,-,-,-,-,17888,-,-,-,-,47868,73047,36291,-,-,-,37500,-,32219,-,-,-,-,-,-,-,-,54417,43151,-,28929,9890,44792,96.8,-,-,-,100.6,-,184.7,-,-,-,-,-,-,-,-,-,-,-,-,20.7,61.3
95325,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95326,45796,45640,-,38125,61717,78661,24073,58716,-,-,-,9318,75000,-,33875,73036,49707,-,10139,24938,86033,60709,46098,-,38125,62190,78962,30801,59088,-,-,-,-,97813,-,-,86848,85547,-,15260,40134,102063,34048,38125,-,-,38750,-,14250,-,-,-,-,-,48295,-,-,35893,48264,-,9856,19600,76685,56.1,82.7,-,-,62.3,-,46.3,-,-,-,-,-,49.4,-,-,41.3,56.4,-,64.6,48.8,75.1
95327,31940,-,-,31528,41875,-,15743,82685,19952,-,68289,-,54046,-,4485,55250,32344,43082,7333,21250,53587,44538,-,-,31528,70595,-,21033,82685,-,-,-,-,105224,-,-,55500,-,43682,40025,61199,71000,21734,-,-,-,22073,-,15101,-,-,-,39917,-,52697,-,-,-,32537,-,5875,17813,22365,48.8,-,-,-,31.3,-,71.8,-,-,-,-,-,50.1,-,-,-,-,-,14.7,29.1,31.5
95328,27063,4948,-,30066,26850,-,21402,15000,-,-,-,-,-,-,30417,39391,30469,-,16375,-,26625,32380,21548,-,30066,37679,-,53404,71625,-,-,-,-,-,-,30417,-,-,-,16625,-,67614,22893,4353,-,-,24732,-,11789,-,-,-,-,-,-,-,-,39006,30313,-,14559,-,"2,500-",70.7,20.2,-,-,65.6,-,22.1,-,-,-,-,-,-,-,-,-,-,-,87.6,-,-
95329,38472,44464,-,49500,56250,-,4667,47188,18594,-,-,-,105000,-,37917,30795,17269,22083,"2,500-",215250,64583,47026,44464,-,51250,55500,-,46125,47188,-,-,-,-,-,-,38750,81406,-,25795,-,-,80865,21591,-,-,-,-,-,"2,500-",-,-,-,-,-,-,-,-,13571,16898,20625,"2,500-",215375,56058,45.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.7,-,80,-,-,69.3
95330,37794,30263,-,64613,43535,60909,31055,30350,-,68241,39500,51287,59427,-,28750,48750,37425,34539,13537,25625,55750,46625,30900,-,65332,46250,61447,31810,33382,-,69491,58646,50551,68571,-,32368,70500,63250,31912,12372,51250,57500,29817,28611,-,49375,41901,-,30250,25642,-,44306,36058,55862,45260,-,21897,42083,35934,35060,14250,18429,49444,64,92.6,-,75.6,90.6,-,95.1,76.8,-,63.8,61.5,110.5,66,-,67.7,59.7,56.8,109.9,115.2,36,86
95333,25721,25761,-,37955,27188,21953,27083,25625,-,-,75288,-,-,-,14231,42045,19491,"2,500-",10781,15750,46500,27333,25878,-,37955,27353,30750,37875,25833,-,-,-,-,-,-,18750,42273,-,"2,500-",6042,50417,93295,22036,25278,-,-,-,-,19896,-,-,-,31500,-,-,-,-,39500,19676,-,17500,15500,39375,80.6,97.7,-,-,-,-,52.5,-,-,-,-,-,-,-,-,93.4,-,-,289.6,30.7,42.2
95334,28421,27500,-,36641,35134,40119,13931,27155,36822,-,-,-,50625,-,30360,28017,32857,6483,15730,12250,36864,33000,30378,-,36641,41045,48690,14176,28472,36822,-,-,-,64194,-,30718,40774,68811,-,15917,-,36432,22237,19003,-,-,25921,34259,13566,20515,-,-,-,-,41401,-,26136,20703,28401,-,15702,19408,-,67.4,62.6,-,-,63.2,70.4,95.7,72.1,-,-,-,-,64.5,-,85.1,50.8,41.3,-,98.6,-,-
95335,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95336,37680,26241,-,41064,54781,46644,21447,48048,88063,62303,45078,38281,45157,-,29652,31420,42693,14438,17192,30511,65385,44728,26015,-,40591,60648,46713,33689,50115,95625,50469,110417,34219,50893,-,29961,36667,73750,25625,18911,32439,69709,32868,36477,-,46522,38750,39375,16632,36334,60625,67805,42699,39063,34917,-,26711,27315,40392,11532,16087,19534,49605,73.5,140.2,-,114.6,63.9,84.3,49.4,72.5,63.4,134.3,38.7,114.2,68.6,-,89.2,74.5,54.8,45,85.1,60.2,71.2
95337,45771,27981,-,55000,50036,54545,27115,58113,82539,44967,67445,38750,79327,-,49861,44833,51623,18871,15668,16806,72692,56200,27885,-,57120,58674,61607,36171,60882,63839,85125,201250,76121,96860,-,46833,57803,71981,23009,22639,37600,88026,32998,50114,-,36827,36875,53011,20925,24375,-,16771,66710,36429,59180,-,50101,43214,45882,12284,14438,13542,60050,58.7,179.7,-,64.5,62.8,86,57.9,40,-,19.7,33.1,47.9,61.1,-,107,74.8,63.7,53.4,63.8,36,68.2
95338,35422,25268,-,42426,33750,25833,26188,40526,14167,55500,28750,26741,39583,-,21113,30833,37969,11300,21453,15694,56750,42177,-,-,45625,42688,4271,31607,46250,-,63875,85500,-,22411,-,21182,46667,42000,11150,24773,-,64902,28170,-,-,36458,13846,90625,17716,-,-,-,19167,-,64861,-,20694,26694,29734,25375,18816,12045,51696,66.8,-,-,79.9,32.4,2121.9,56.1,-,-,-,22.4,-,289.4,-,97.7,57.2,70.8,227.6,76,-,79.7
95340,34124,25771,-,46413,32383,24565,21197,40639,103906,22656,46583,46033,54722,-,23965,53209,34250,8516,18580,23704,62647,40495,26400,-,51667,41563,44545,21071,41222,104219,21563,67813,45543,59375,-,24970,51786,44076,"2,500-",19205,27250,79875,29263,19470,-,11215,25855,23152,21297,31406,-,35795,46167,51250,47155,-,9444,54702,29434,9375,17056,20163,53080,72.3,73.8,-,21.7,62.2,52,101.1,76.2,-,166,68.1,112.5,79.4,-,37.8,105.6,66.8,-,88.8,74,66.5
95341,27955,26167,-,32451,36768,35617,20379,33772,-,19196,32465,28750,28203,-,20542,37212,24733,26417,20080,17426,50000,31713,27446,-,32451,37781,40326,20526,34649,-,33413,-,31607,41450,-,25375,34766,36250,28750,30409,24306,44677,21190,10664,-,-,33750,27383,20358,6630,-,18323,31944,22083,18125,-,11538,41250,23800,5000,11735,11111,50323,66.8,38.9,-,-,89.3,67.9,99.2,19.1,-,54.8,-,69.9,43.7,-,45.5,118.7,65.7,17.4,38.6,45.7,112.6
95345,28799,-,-,-,-,-,-,30268,-,-,-,-,-,-,-,-,-,-,28717,-,-,29605,-,-,-,-,-,-,30268,-,-,-,-,-,-,-,-,-,-,29178,-,-,21250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14250,-,-,71.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.8,-,-
95346,38257,-,-,42000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50114,-,-,42000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22005,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
95348,29888,19833,-,22857,37839,29806,26609,44405,78516,56500,35458,30125,45972,-,18873,21304,31863,6198,7497,24063,57841,30226,27750,-,23214,32320,35511,28852,37056,-,57639,14342,23194,39425,-,20833,21190,20667,6427,6795,27357,59886,29309,16667,-,-,42611,-,21350,49963,-,56250,36083,31750,62266,-,18529,21439,32413,"2,500-",15930,16354,55893,97,60.1,-,-,131.8,-,74,134.8,-,97.6,251.6,136.9,157.9,-,88.9,101.2,156.8,-,234.4,59.8,93.3
95350,36940,31677,-,41208,47870,38452,29481,36966,69479,42167,71285,39286,57702,-,31461,43347,37652,15639,14609,26500,58542,42056,31799,-,43125,49859,42250,35107,40308,59833,51111,80329,26726,81774,-,31398,54292,40972,8275,14242,29572,68393,30884,24545,-,40410,36875,21220,24702,30331,91382,19500,39500,49213,38690,-,31827,33375,35595,19519,14732,20729,46667,73.4,77.2,-,93.7,74,50.2,70.4,75.2,152.7,38.2,49.2,184.1,47.3,-,101.4,61.5,86.9,235.9,103.4,70.1,68.2
